,Trend,Date,Hour,temp7,Z1,Peak,year,Month,week,HM,T2,T3,TH,T2H,T3H,TM,T2M,T3M
35096,35096,1/2/2009,8,57.05066649,822.8543149,0.00774477,2009,1,6,8,3254.778547,185687.2854,456.4053319,26038.22838,1485498.283,57.05066649,3254.778547,185687.2854
35097,35097,1/2/2009,9,57.50117506,832.1445615,0.008418953,2009,1,6,9,3306.385133,190121.0304,517.5105755,29757.4662,1711089.273,57.50117506,3306.385133,190121.0304
35098,35098,1/2/2009,10,57.95168363,841.8173512,0.009187577,2009,1,6,10,3358.397636,194624.7973,579.5168363,33583.97636,1946247.973,57.95168363,3358.397636,194624.7973
35099,35099,1/2/2009,11,58.4021922,851.888928,0.010065023,2009,1,6,11,3410.816054,199199.1347,642.4241142,37518.97659,2191190.482,58.4021922,3410.816054,199199.1347
35100,35100,1/2/2009,12,58.85270077,862.3760406,0.011068175,2009,1,6,12,3463.640388,203844.5913,706.2324092,41563.68466,2446135.096,58.85270077,3463.640388,203844.5913
35101,35101,1/2/2009,13,59.30320933,873.2959425,0.012216875,2009,1,6,13,3516.870637,208561.7156,770.9417213,45719.31828,2711302.302,59.30320933,3516.870637,208561.7156
35102,35102,1/2/2009,14,59.7537179,884.6663912,0.013534469,2009,1,6,14,3570.506803,213351.0563,836.5520506,49987.09524,2986914.788,59.7537179,3570.506803,213351.0563
35103,35103,1/2/2009,15,60.20422647,896.5056491,0.015048446,2009,1,6,15,3624.548885,218213.1619,903.0633971,54368.23327,3273197.429,60.20422647,3624.548885,218213.1619
35104,35104,1/2/2009,16,60.65473504,908.8324831,0.016791198,2009,1,6,16,3678.996883,223148.5811,970.4757606,58863.95012,3570377.298,60.65473504,3678.996883,223148.5811
35105,35105,1/2/2009,17,61.10524361,921.6661646,0.018800922,2009,1,6,17,3733.850797,228157.8625,1038.789141,63475.46354,3878683.663,61.10524361,3733.850797,228157.8625
35106,35106,1/2/2009,18,61.55575217,935.0264695,0.021122668,2009,1,6,18,3789.110625,233241.5546,1108.003539,68203.99125,4198347.983,61.55575217,3789.110625,233241.5546
35107,35107,1/2/2009,19,62.00626074,948.9336782,0.023809573,2009,1,6,19,3844.776371,238400.2061,1178.118954,73050.75105,4529603.917,62.00626074,3844.776371,238400.2061
35108,35108,1/2/2009,20,62.45676931,963.4085759,0.02692429,2009,1,6,20,3900.848033,243634.3657,1249.135386,78016.96065,4872687.314,62.45676931,3900.848033,243634.3657
35109,35109,1/2/2009,21,62.90727788,978.472452,0.030540624,2009,1,6,21,3957.32561,248944.5818,1321.052835,83103.83782,5227836.218,62.90727788,3957.32561,248944.5818
35110,35110,1/2/2009,22,63.35778645,994.1471006,0.0347454,2009,1,6,22,4014.209104,254331.4032,1393.871302,88312.60028,5595290.87,63.35778645,4014.209104,254331.4032
35111,35111,1/2/2009,23,63.80829501,1010.45482,0.039640531,2009,1,6,23,4071.498512,259795.3782,1467.590785,93644.46578,5975293.698,63.80829501,4071.498512,259795.3782
35112,35112,1/2/2009,24,64.25880358,1027.418414,0.045345273,2009,1,6,24,4129.193838,265337.0557,1542.211286,99100.6521,6368089.338,64.25880358,4129.193838,265337.0557
35113,35113,1/3/2009,1,53.89946073,767.4491966,0.004921623,2009,1,7,1,2905.151867,156586.119,53.89946073,2905.151867,156586.119,53.89946073,2905.151867,156586.119
35114,35114,1/3/2009,2,54.3499693,774.475427,0.005199039,2009,1,7,2,2953.919163,160545.4158,108.6999386,5907.838326,321090.8316,54.3499693,2953.919163,160545.4158
35115,35115,1/3/2009,3,54.80047787,781.7846636,0.005515371,2009,1,7,3,3003.092375,164570.8972,164.4014336,9009.277124,493712.6917,54.80047787,3003.092375,164570.8972
35116,35116,1/3/2009,4,55.25098644,789.3896209,0.005875482,2009,1,7,4,3052.671503,168663.1118,221.0039458,12210.68601,674652.4472,55.25098644,3052.671503,168663.1118
35117,35117,1/3/2009,5,55.70149501,797.3035177,0.00628506,2009,1,7,5,3102.656546,172822.6081,278.5074751,15513.28273,864113.0407,55.70149501,3102.656546,172822.6081
35118,35118,1/3/2009,6,56.15200357,805.5400776,0.006750754,2009,1,7,6,3153.047505,177049.9348,336.9120214,18918.28503,1062299.609,56.15200357,3153.047505,177049.9348
35119,35119,1/3/2009,7,56.60251214,814.1135285,0.007280341,2009,1,7,7,3203.844381,181345.6404,396.217585,22426.91066,1269419.483,56.60251214,3203.844381,181345.6404
35120,35120,1/3/2009,8,57.05302071,823.0386029,0.007882915,2009,1,7,8,3255.047172,185710.2737,456.4241657,26040.37738,1485682.19,57.05302071,3255.047172,185710.2737
35121,35121,1/3/2009,9,57.50352928,832.330538,0.008569125,2009,1,7,9,3306.65588,190144.3832,517.5317635,29759.90292,1711299.449,57.50352928,3306.65588,190144.3832
35122,35122,1/3/2009,10,57.95403785,842.0050753,0.009351445,2009,1,7,10,3358.670503,194648.5175,579.5403785,33586.70503,1946485.175,57.95403785,3358.670503,194648.5175
35123,35123,1/3/2009,11,58.40454641,852.0784611,0.010244503,2009,1,7,11,3411.091041,199223.225,642.4500105,37522.00145,2191455.475,58.40454641,3411.091041,199223.225
35124,35124,1/3/2009,12,58.85505498,862.5674458,0.011265475,2009,1,7,12,3463.917497,203869.0547,706.2606598,41567.00996,2446428.657,58.85505498,3463.917497,203869.0547
35125,35125,1/3/2009,13,59.30556355,873.4892849,0.012434544,2009,1,7,13,3517.149868,208586.555,770.9723262,45722.94828,2711625.215,59.30556355,3517.149868,208586.555
35126,35126,1/3/2009,14,59.75607212,884.861738,0.013775449,2009,1,7,14,3570.788155,213376.2745,836.5850097,49991.03417,2987267.843,59.75607212,3570.788155,213376.2745
35127,35127,1/3/2009,15,60.20658069,896.7030695,0.015316143,2009,1,7,15,3624.832358,218238.7619,903.0987104,54372.48538,3273581.428,60.20658069,3624.832358,218238.7619
35128,35128,1/3/2009,16,60.65708925,909.0320482,0.017089559,2009,1,7,16,3679.282476,223174.5655,970.513428,58868.51962,3570793.049,60.65708925,3679.282476,223174.5655
35129,35129,1/3/2009,17,61.10759782,921.8679475,0.019134521,2009,1,7,17,3734.138511,228184.2344,1038.829163,63480.35469,3879131.984,61.10759782,3734.138511,228184.2344
35130,35130,1/3/2009,18,61.55810639,935.2305452,0.021496808,2009,1,7,18,3789.400462,233268.3168,1108.045915,68209.20832,4198829.703,61.55810639,3789.400462,233268.3168
35131,35131,1/3/2009,19,62.00861496,949.1401238,0.024230404,2009,1,7,19,3845.068329,238427.3615,1178.163684,73056.29826,4530119.869,62.00861496,3845.068329,238427.3615
35132,35132,1/3/2009,20,62.45912353,963.6174704,0.027398937,2009,1,7,20,3901.142112,243661.9171,1249.182471,78022.84224,4873238.342,62.45912353,3901.142112,243661.9171
35133,35133,1/3/2009,21,62.90963209,978.6838763,0.031077336,2009,1,7,21,3957.62181,248972.532,1321.102274,83110.058,5228423.172,62.90963209,3957.62181,248972.532
35134,35134,1/3/2009,22,63.36014066,994.3611378,0.035353703,2009,1,7,22,4014.507424,254359.7551,1393.923095,88319.16334,5595914.612,63.36014066,4014.507424,254359.7551
35135,35135,1/3/2009,23,63.81064923,1010.671555,0.040331398,2009,1,7,23,4071.798955,259824.1349,1467.644932,93651.37597,5975955.102,63.81064923,4071.798955,259824.1349
35136,35136,1/3/2009,24,64.2611578,1027.637934,0.04613129,2009,1,7,24,4129.496402,265366.2199,1542.267787,99107.91364,6368789.278,64.2611578,4129.496402,265366.2199
35137,35137,1/4/2009,1,53.90181495,766.4551097,0.004417669,2009,1,1,1,2905.405655,156606.638,53.90181495,2905.405655,156606.638,53.90181495,2905.405655,156606.638
35138,35138,1/4/2009,2,54.35232352,773.4826692,0.004666873,2009,1,1,2,2954.175072,160566.2792,108.704647,5908.350144,321132.5585,54.35232352,2954.175072,160566.2792
35139,35139,1/4/2009,3,54.80283209,780.7932804,0.00495105,2009,1,1,3,3003.350405,164592.108,164.4084963,9010.051215,493776.3239,54.80283209,3003.350405,164592.108
35140,35140,1/4/2009,4,55.25334065,788.3996598,0.005274578,2009,1,1,4,3052.931653,168684.6726,221.0133626,12211.72661,674738.6904,55.25334065,3052.931653,168684.6726
35141,35141,1/4/2009,5,55.70384922,796.315028,0.005642577,2009,1,1,5,3102.918818,172844.522,278.5192461,15514.59409,864222.6099,55.70384922,3102.918818,172844.522
35142,35142,1/4/2009,6,56.15435779,804.5531106,0.006061032,2009,1,1,6,3153.311899,177072.2046,336.9261467,18919.87139,1062433.228,56.15435779,3153.311899,177072.2046
35143,35143,1/4/2009,7,56.60486636,813.1281375,0.006536949,2009,1,1,7,3204.110896,181368.269,396.2340645,22428.77627,1269577.883,56.60486636,3204.110896,181368.269
35144,35144,1/4/2009,8,57.05537493,822.0548433,0.007078522,2009,1,1,8,3255.315808,185733.264,456.4429994,26042.52647,1485866.112,57.05537493,3255.315808,185733.264
35145,35145,1/4/2009,9,57.50588349,831.348467,0.007695347,2009,1,1,9,3306.926636,190167.7378,517.5529514,29762.33972,1711509.641,57.50588349,3306.926636,190167.7378
35146,35146,1/4/2009,10,57.95639206,841.0247522,0.008398673,2009,1,1,10,3358.943381,194672.2395,579.5639206,33589.43381,1946722.395,57.95639206,3358.943381,194672.2395
35147,35147,1/4/2009,11,58.40690063,851.099947,0.009201699,2009,1,1,11,3411.366041,199247.3174,642.4759069,37525.02645,2191720.491,58.40690063,3411.366041,199247.3174
35148,35148,1/4/2009,12,58.8574092,861.590804,0.01011993,2009,1,1,12,3464.194618,203893.5202,706.2889104,41570.33541,2446722.242,58.8574092,3464.194618,203893.5202
35149,35149,1/4/2009,13,59.30791777,872.5145806,0.011171596,2009,1,1,13,3517.42911,208611.3964,771.002931,45726.57843,2711948.154,59.30791777,3517.42911,208611.3964
35150,35150,1/4/2009,14,59.75842633,883.8890384,0.012378163,2009,1,1,14,3571.069517,213401.4947,836.6179686,49994.97324,2987620.925,59.75842633,3571.069517,213401.4947
35151,35151,1/4/2009,15,60.2089349,895.7324437,0.013764923,2009,1,1,15,3625.115842,218264.3637,903.1340235,54376.73763,3273965.456,60.2089349,3625.115842,218264.3637
35152,35152,1/4/2009,16,60.65944347,908.0635672,0.01536171,2009,1,1,16,3679.568082,223200.5521,970.5510955,58873.08931,3571208.833,60.65944347,3679.568082,223200.5521
35153,35153,1/4/2009,17,61.10995204,920.9016845,0.017203733,2009,1,1,17,3734.426238,228210.6083,1038.869185,63485.24605,3879580.341,61.10995204,3734.426238,228210.6083
35154,35154,1/4/2009,18,61.56046061,934.2665753,0.019332572,2009,1,1,18,3789.690311,233295.0811,1108.088291,68214.42559,4199311.46,61.56046061,3789.690311,233295.0811
35155,35155,1/4/2009,19,62.01096917,948.178524,0.021797337,2009,1,1,19,3845.360297,238454.5188,1178.208414,73061.84565,4530635.858,62.01096917,3845.360297,238454.5188
35156,35156,1/4/2009,20,62.46147774,962.6583197,0.024656024,2009,1,1,20,3901.436201,243689.4705,1249.229555,78028.72403,4873789.409,62.46147774,3901.436201,243689.4705
35157,35157,1/4/2009,21,62.91198631,977.7272559,0.027977085,2009,1,1,21,3957.918021,249000.4844,1321.151713,83116.27845,5229010.172,62.91198631,3957.918021,249000.4844
35158,35158,1/4/2009,22,63.36249488,993.4071305,0.03184122,2009,1,1,22,4014.805757,254388.1092,1393.974887,88325.72666,5596538.403,63.36249488,4014.805757,254388.1092
35159,35159,1/4/2009,23,63.81300345,1009.720246,0.0363434,2009,1,1,23,4072.099409,259852.8937,1467.699079,93658.28641,5976616.554,63.81300345,4072.099409,259852.8937
35160,35160,1/4/2009,24,64.26351201,1026.68941,0.041595106,2009,1,1,24,4129.798976,265395.3861,1542.324288,99115.17542,6369489.266,64.26351201,4129.798976,265395.3861
35161,35161,1/5/2009,1,53.90416917,766.629084,0.004496337,2009,1,2,1,2905.659454,156627.1588,53.90416917,2905.659454,156627.1588,53.90416917,2905.659454,156627.1588
35162,35162,1/5/2009,2,54.35467773,773.657973,0.004750019,2009,1,2,2,2954.430991,160587.1444,108.7093555,5908.861982,321174.2888,54.35467773,2954.430991,160587.1444
35163,35163,1/5/2009,3,54.8051863,780.969959,0.005039299,2009,1,2,3,3003.608445,164613.3204,164.4155589,9010.825336,493839.9613,54.8051863,3003.608445,164613.3204
35164,35164,1/5/2009,4,55.25569487,788.5777604,0.005368631,2009,1,2,4,3053.191816,168706.2353,221.0227795,12212.76726,674824.9414,55.25569487,3053.191816,168706.2353
35165,35165,1/5/2009,5,55.70620344,796.4946001,0.005743226,2009,1,2,5,3103.181102,172866.4378,278.5310172,15515.90551,864332.1888,55.70620344,3103.181102,172866.4378
35166,35166,1/5/2009,6,56.15671201,804.7342056,0.006169178,2009,1,2,6,3153.576304,177094.4763,336.9402721,18921.45782,1062566.858,56.15671201,3153.576304,177094.4763
35167,35167,1/5/2009,7,56.60722057,813.3108088,0.006653613,2009,1,2,7,3204.377421,181390.8994,396.250544,22430.64194,1269736.296,56.60722057,3204.377421,181390.8994
35168,35168,1/5/2009,8,57.05772914,822.239146,0.00720487,2009,1,2,8,3255.584455,185756.256,456.4618331,26044.67564,1486050.048,57.05772914,3255.584455,185756.256
35169,35169,1/5/2009,9,57.50823771,831.5344585,0.007832715,2009,1,2,9,3307.197405,190191.0945,517.5741394,29764.77664,1711719.85,57.50823771,3307.197405,190191.0945
35170,35170,1/5/2009,10,57.95874628,841.2124917,0.008548592,2009,1,2,10,3359.21627,194695.9635,579.5874628,33592.1627,1946959.635,57.95874628,3359.21627,194695.9635
35171,35171,1/5/2009,11,58.40925485,851.2894958,0.009365931,2009,1,2,11,3411.641052,199271.4117,642.5018034,37528.05157,2191985.528,58.40925485,3411.641052,199271.4117
35172,35172,1/5/2009,12,58.85976341,861.7822254,0.010300503,2009,1,2,12,3464.471749,203917.9875,706.3171609,41573.66098,2447015.85,58.85976341,3464.471749,203917.9875
35173,35173,1/5/2009,13,59.31027198,872.7079396,0.011370856,2009,1,2,13,3517.708362,208636.2397,771.0335357,45730.20871,2712271.116,59.31027198,3517.708362,208636.2397
35174,35174,1/5/2009,14,59.76078055,884.0844023,0.012598818,2009,1,2,14,3571.350892,213426.7169,836.6509277,49998.91249,2987974.037,59.76078055,3571.350892,213426.7169
35175,35175,1/5/2009,15,60.21128912,895.9298815,0.014010114,2009,1,2,15,3625.399337,218289.9677,903.1693368,54380.99006,3274349.515,60.21128912,3625.399337,218289.9677
35176,35176,1/5/2009,16,60.66179769,908.2631502,0.015635075,2009,1,2,16,3679.853699,223226.5406,970.588763,58877.65918,3571624.65,60.66179769,3679.853699,223226.5406
35177,35177,1/5/2009,17,61.11230625,921.1034857,0.017509498,2009,1,2,17,3734.713975,228236.9842,1038.909206,63490.13758,3880028.732,61.11230625,3734.713975,228236.9842
35178,35178,1/5/2009,18,61.56281482,934.4706698,0.019675642,2009,1,2,18,3789.980169,233321.8473,1108.130667,68219.64303,4199793.251,61.56281482,3789.980169,233321.8473
35179,35179,1/5/2009,19,62.01332339,948.384989,0.022183411,2009,1,2,19,3845.652278,238481.6784,1178.253144,73067.39328,4531151.889,62.01332339,3845.652278,238481.6784
35180,35180,1/5/2009,20,62.46383196,962.8672341,0.025091717,2009,1,2,20,3901.730303,243717.026,1249.276639,78034.60606,4874340.52,62.46383196,3901.730303,243717.026
35181,35181,1/5/2009,21,62.91434053,977.9387006,0.028470071,2009,1,2,21,3958.214244,249028.4389,1321.201151,83122.49913,5229597.216,62.91434053,3958.214244,249028.4389
35182,35182,1/5/2009,22,63.3648491,993.6211887,0.032400386,2009,1,2,22,4015.104101,254416.4655,1394.02668,88332.29023,5597162.241,63.3648491,4015.104101,254416.4655
35183,35183,1/5/2009,23,63.81535766,1009.937003,0.036979018,2009,1,2,23,4072.399873,259881.6544,1467.753226,93665.19709,5977278.052,63.81535766,4072.399873,259881.6544
35184,35184,1/5/2009,24,64.26586623,1026.908952,0.042319001,2009,1,2,24,4130.101562,265424.5545,1542.38079,99122.4375,6370189.308,64.26586623,4130.101562,265424.5545
35185,35185,1/6/2009,1,53.90652338,766.8030647,0.0045764,2009,1,3,1,2905.913263,156647.6812,53.90652338,2905.913263,156647.6812,53.90652338,2905.913263,156647.6812
35186,35186,1/6/2009,2,54.35703195,773.8332831,0.00483464,2009,1,3,2,2954.686922,160608.0114,108.7140639,5909.373845,321216.0229,54.35703195,2954.686922,160608.0114
35187,35187,1/6/2009,3,54.80754052,781.146644,0.005129113,2009,1,3,3,3003.866498,164634.5348,164.4226216,9011.599494,493903.6044,54.80754052,3003.866498,164634.5348
35188,35188,1/6/2009,4,55.25804909,788.7558677,0.005464352,2009,1,3,4,3053.451989,168727.7999,221.0321964,12213.80796,674911.1997,55.25804909,3053.451989,168727.7999
35189,35189,1/6/2009,5,55.70855765,796.6741792,0.005845661,2009,1,3,5,3103.443395,172888.3553,278.5427883,15517.21698,864441.7765,55.70855765,3103.443395,172888.3553
35190,35190,1/6/2009,6,56.15906622,804.9153076,0.006279241,2009,1,3,6,3153.840719,177116.7498,336.9543973,18923.04431,1062700.499,56.15906622,3153.840719,177116.7498
35191,35191,1/6/2009,7,56.60957479,813.4934871,0.006772344,2009,1,3,7,3204.643958,181413.5318,396.2670235,22432.50771,1269894.723,56.60957479,3204.643958,181413.5318
35192,35192,1/6/2009,8,57.06008336,822.423456,0.007333457,2009,1,3,8,3255.853113,185779.25,456.4806669,26046.8249,1486234,57.06008336,3255.853113,185779.25
35193,35193,1/6/2009,9,57.51059193,831.7204575,0.007972515,2009,1,3,9,3307.468184,190214.4531,517.5953274,29767.21366,1711930.078,57.51059193,3307.468184,190214.4531
35194,35194,1/6/2009,10,57.96110049,841.400239,0.008701164,2009,1,3,10,3359.48917,194719.6894,579.6110049,33594.8917,1947196.894,57.96110049,3359.48917,194719.6894
35195,35195,1/6/2009,11,58.41160906,851.4790525,0.009533065,2009,1,3,11,3411.916073,199295.5078,642.5276997,37531.0768,2192250.586,58.41160906,3411.916073,199295.5078
35196,35196,1/6/2009,12,58.86211763,861.9736548,0.010484265,2009,1,3,12,3464.748892,203942.4568,706.3454116,41576.9867,2447309.482,58.86211763,3464.748892,203942.4568
35197,35197,1/6/2009,13,59.3126262,872.9013069,0.011573628,2009,1,3,13,3517.987627,208661.0851,771.0641406,45733.83915,2712594.106,59.3126262,3517.987627,208661.0851
35198,35198,1/6/2009,14,59.76313477,884.2797746,0.012823356,2009,1,3,14,3571.632278,213451.9412,836.6838868,50002.85189,2988327.176,59.76313477,3571.632278,213451.9412
35199,35199,1/6/2009,15,60.21364334,896.1273281,0.014259609,2009,1,3,15,3625.682844,218315.5736,903.2046501,54385.24266,3274733.605,60.21364334,3625.682844,218315.5736
35200,35200,1/6/2009,16,60.6641519,908.4627422,0.015913227,2009,1,3,16,3680.139326,223252.5311,970.6264304,58882.22921,3572040.497,60.6641519,3680.139326,223252.5311
35201,35201,1/6/2009,17,61.11466047,921.3052962,0.017820599,2009,1,3,17,3735.001724,228263.3622,1038.949228,63495.02931,3880477.158,61.11466047,3735.001724,228263.3622
35202,35202,1/6/2009,18,61.56516904,934.6747738,0.020024677,2009,1,3,18,3790.270039,233348.6157,1108.173043,68224.8607,4200275.082,61.56516904,3790.270039,233348.6157
35203,35203,1/6/2009,19,62.01567761,948.5914636,0.022576165,2009,1,3,19,3845.944269,238508.8399,1178.297875,73072.94112,4531667.958,62.01567761,3845.944269,238508.8399
35204,35204,1/6/2009,20,62.46618618,963.0761583,0.025534907,2009,1,3,20,3902.024416,243744.5836,1249.323724,78040.48832,4874891.673,62.46618618,3902.024416,243744.5836
35205,35205,1/6/2009,21,62.91669474,978.1501555,0.028971484,2009,1,3,21,3958.510477,249056.3953,1321.25059,83128.72002,5230184.301,62.91669474,3958.510477,249056.3953
35206,35206,1/6/2009,22,63.36720331,993.8352572,0.032969039,2009,1,3,22,4015.402455,254444.8238,1394.078473,88338.85402,5597786.123,63.36720331,4015.402455,254444.8238
35207,35207,1/6/2009,23,63.81771188,1010.15377,0.037625319,2009,1,3,23,4072.70035,259910.4175,1467.807373,93672.10804,5977939.602,63.81771188,4072.70035,259910.4175
35208,35208,1/6/2009,24,64.26822045,1027.128505,0.043054929,2009,1,3,24,4130.40416,265453.7251,1542.437291,99129.69984,6370889.402,64.26822045,4130.40416,265453.7251
35209,35209,1/7/2009,1,53.9088776,766.9770516,0.004657882,2009,1,4,1,2906.167084,156668.2056,53.9088776,2906.167084,156668.2056,53.9088776,2906.167084,156668.2056
35210,35210,1/7/2009,2,54.35938617,774.0085996,0.004920761,2009,1,4,2,2954.942865,160628.8803,108.7187723,5909.88573,321257.7606,54.35938617,2954.942865,160628.8803
35211,35211,1/7/2009,3,54.80989473,781.3233356,0.005220519,2009,1,4,3,3004.12456,164655.7509,164.4296842,9012.373681,493967.2527,54.80989473,3004.12456,164655.7509
35212,35212,1/7/2009,4,55.2604033,788.9339817,0.005561771,2009,1,4,4,3053.712173,168749.3662,221.0416132,12214.84869,674997.4649,55.2604033,3053.712173,168749.3662
35213,35213,1/7/2009,5,55.71091187,796.8537649,0.005949912,2009,1,4,5,3103.705701,172910.2748,278.5545594,15518.52851,864551.374,55.71091187,3103.705701,172910.2748
35214,35214,1/7/2009,6,56.16142044,805.0964166,0.006391255,2009,1,4,6,3154.105146,177139.0252,336.9685226,18924.63088,1062834.151,56.16142044,3154.105146,177139.0252
35215,35215,1/7/2009,7,56.61192901,813.6761726,0.00689318,2009,1,4,7,3204.910506,181436.1661,396.2835031,22434.37354,1270053.162,56.61192901,3204.910506,181436.1661
35216,35216,1/7/2009,8,57.06243757,822.6077735,0.007464321,2009,1,4,8,3256.121781,185802.2459,456.4995006,26048.97425,1486417.967,57.06243757,3256.121781,185802.2459
35217,35217,1/7/2009,9,57.51294614,831.906464,0.00811479,2009,1,4,9,3307.738974,190237.8134,517.6165153,29769.65076,1712140.321,57.51294614,3307.738974,190237.8134
35218,35218,1/7/2009,10,57.96345471,841.5879939,0.008856434,2009,1,4,10,3359.762082,194743.4173,579.6345471,33597.62082,1947434.173,57.96345471,3359.762082,194743.4173
