Date,Trend,Hour,Load
1/19/2005,448,16,257.305
1/19/2005,449,17,261.769
1/19/2005,450,18,288.019
1/19/2005,451,19,317.864
1/19/2005,452,20,318.17
1/19/2005,453,21,308.79
1/19/2005,454,22,297.276
1/19/2005,455,23,271.815
1/19/2005,456,24,247.432
1/20/2005,457,1,235.229
1/20/2005,458,2,233.242
1/20/2005,459,3,235.681
1/20/2005,460,4,236.964
1/20/2005,461,5,245.418
1/20/2005,462,6,268.225
1/20/2005,463,7,304.566
1/20/2005,464,8,303.892
1/20/2005,465,9,279.485
1/20/2005,466,10,258.289
1/20/2005,467,11,240.131
1/20/2005,468,12,219.473
1/20/2005,469,13,202.36
1/20/2005,470,14,192.638
1/20/2005,471,15,186.54
1/20/2005,472,16,189.07
1/20/2005,473,17,203.319
1/20/2005,474,18,231.841
1/20/2005,475,19,259.914
1/20/2005,476,20,263.199
1/20/2005,477,21,258.606
1/20/2005,478,22,242.418
1/20/2005,479,23,218.103
1/20/2005,480,24,193.151
1/21/2005,481,1,179.704
1/21/2005,482,2,175.397
1/21/2005,483,3,175.158
1/21/2005,484,4,176.88
1/21/2005,485,5,185.019
1/21/2005,486,6,207.375
1/21/2005,487,7,241.3
1/21/2005,488,8,247.239
1/21/2005,489,9,235.309
1/21/2005,490,10,227.239
1/21/2005,491,11,215.684
1/21/2005,492,12,205.361
1/21/2005,493,13,201.442
1/21/2005,494,14,202.635
1/21/2005,495,15,205.42
1/21/2005,496,16,212.997
1/21/2005,497,17,228.452
1/21/2005,498,18,251.824
1/21/2005,499,19,269.551
1/21/2005,500,20,266.494
1/21/2005,501,21,261.928
1/21/2005,502,22,254.107
1/21/2005,503,23,240.862
1/21/2005,504,24,224.914
1/22/2005,505,1,211.407
1/22/2005,506,2,205.399
1/22/2005,507,3,204.129
1/22/2005,508,4,204.627
1/22/2005,509,5,209.571
1/22/2005,510,6,217.503
1/22/2005,511,7,227.79
1/22/2005,512,8,246.128
1/22/2005,513,9,270.051
1/22/2005,514,10,289.671
1/22/2005,515,11,298.107
1/22/2005,516,12,301.507
1/22/2005,517,13,297.191
1/22/2005,518,14,290.3
1/22/2005,519,15,281.685
1/22/2005,520,16,277.839
1/22/2005,521,17,281.861
1/22/2005,522,18,291.907
1/22/2005,523,19,297.724
1/22/2005,524,20,286.837
1/22/2005,525,21,274.6
1/22/2005,526,22,259.595
1/22/2005,527,23,244.685
1/22/2005,528,24,234.245
1/23/2005,529,1,231.264
1/23/2005,530,2,233.897
1/23/2005,531,3,242.958
1/23/2005,532,4,254.297
1/23/2005,533,5,265.77
1/23/2005,534,6,279.114
1/23/2005,535,7,296.478
1/23/2005,536,8,318.86
1/23/2005,537,9,338.111
1/23/2005,538,10,335.047
1/23/2005,539,11,320.372
1/23/2005,540,12,306.795
1/23/2005,541,13,294.627
1/23/2005,542,14,279.795
1/23/2005,543,15,268.075
1/23/2005,544,16,263.286
1/23/2005,545,17,272.544
1/23/2005,546,18,304.78
1/23/2005,547,19,341.965
1/23/2005,548,20,349.093
1/23/2005,549,21,348.31
1/23/2005,550,22,335.177
1/23/2005,551,23,314.124
1/23/2005,552,24,293.906
1/24/2005,553,1,285.756
1/24/2005,554,2,287.779
1/24/2005,555,3,293.076
1/24/2005,556,4,301.029
1/24/2005,557,5,315.507
1/24/2005,558,6,345.954
1/24/2005,559,7,381.175
1/24/2005,560,8,381.629
1/24/2005,561,9,350.003
1/24/2005,562,10,319.531
1/24/2005,563,11,272.814
1/24/2005,564,12,243.989
1/24/2005,565,13,226.498
1/24/2005,566,14,209.935
1/24/2005,567,15,200.318
1/24/2005,568,16,207.992
1/24/2005,569,17,227.708
1/24/2005,570,18,253.645
1/24/2005,571,19,286.823
1/24/2005,572,20,291.115
1/24/2005,573,21,285.784
1/24/2005,574,22,272.3
1/24/2005,575,23,246.256
1/24/2005,576,24,224.246
1/25/2005,577,1,213.475
1/25/2005,578,2,213.005
1/25/2005,579,3,216.37
1/25/2005,580,4,222.29
1/25/2005,581,5,232.86
1/25/2005,582,6,258.682
1/25/2005,583,7,299.115
1/25/2005,584,8,297.337
1/25/2005,585,9,268.285
1/25/2005,586,10,233.501
1/25/2005,587,11,204.264
1/25/2005,588,12,182.897
1/25/2005,589,13,166.953
1/25/2005,590,14,155.795
1/25/2005,591,15,147.889
1/25/2005,592,16,147.757
1/25/2005,593,17,158.238
1/25/2005,594,18,185.577
1/25/2005,595,19,228.626
1/25/2005,596,20,240.833
1/25/2005,597,21,239.817
1/25/2005,598,22,232.333
1/25/2005,599,23,211.542
1/25/2005,600,24,188.502
1/26/2005,601,1,176.201
1/26/2005,602,2,173.968
1/26/2005,603,3,175.19
1/26/2005,604,4,176.228
1/26/2005,605,5,182.393
1/26/2005,606,6,203.848
1/26/2005,607,7,241.207
1/26/2005,608,8,237.801
1/26/2005,609,9,211.272
1/26/2005,610,10,194.202
1/26/2005,611,11,178.14
1/26/2005,612,12,160.999
1/26/2005,613,13,150.167
1/26/2005,614,14,143.37
1/26/2005,615,15,137.681
1/26/2005,616,16,138.674
1/26/2005,617,17,147.238
1/26/2005,618,18,170.963
1/26/2005,619,19,207.391
1/26/2005,620,20,211.959
1/26/2005,621,21,207.375
1/26/2005,622,22,199.737
1/26/2005,623,23,179.641
1/26/2005,624,24,156.759
1/27/2005,625,1,145.658
1/27/2005,626,2,144.164
1/27/2005,627,3,147.459
1/27/2005,628,4,153.132
1/27/2005,629,5,165.024
1/27/2005,630,6,193.275
1/27/2005,631,7,239.068
1/27/2005,632,8,242.247
1/27/2005,633,9,219.744
1/27/2005,634,10,204.217
1/27/2005,635,11,191.585
1/27/2005,636,12,178.515
1/27/2005,637,13,168.231
1/27/2005,638,14,159.999
1/27/2005,639,15,155.019
1/27/2005,640,16,158.445
1/27/2005,641,17,173.7
1/27/2005,642,18,209.266
1/27/2005,643,19,256.908
1/27/2005,644,20,272.766
1/27/2005,645,21,277.471
1/27/2005,646,22,269.044
1/27/2005,647,23,248.508
1/27/2005,648,24,227.858
1/28/2005,649,1,218.323
1/28/2005,650,2,219.089
1/28/2005,651,3,224.086
1/28/2005,652,4,231.11
1/28/2005,653,5,244.27
1/28/2005,654,6,273.204
1/28/2005,655,7,318.576
1/28/2005,656,8,321.908
1/28/2005,657,9,302.43
1/28/2005,658,10,286.116
1/28/2005,659,11,265.411
1/28/2005,660,12,245.734
1/28/2005,661,13,230.045
1/28/2005,662,14,219.938
1/28/2005,663,15,217.912
1/28/2005,664,16,219.02
1/28/2005,665,17,229.066
1/28/2005,666,18,260.465
1/28/2005,667,19,289.655
1/28/2005,668,20,290.799
1/28/2005,669,21,288.585
1/28/2005,670,22,282.852
1/28/2005,671,23,271.079
1/28/2005,672,24,253.648
1/29/2005,673,1,238.61
1/29/2005,674,2,233.358
1/29/2005,675,3,234.789
1/29/2005,676,4,236.844
1/29/2005,677,5,242.103
1/29/2005,678,6,250.341
1/29/2005,679,7,261.662
1/29/2005,680,8,279.026
1/29/2005,681,9,302.314
1/29/2005,682,10,313.361
1/29/2005,683,11,314.39
1/29/2005,684,12,314.38
1/29/2005,685,13,312.988
1/29/2005,686,14,306.06
1/29/2005,687,15,295.22
1/29/2005,688,16,289.338
1/29/2005,689,17,296.561
1/29/2005,690,18,309.89
1/29/2005,691,19,323.85
1/29/2005,692,20,313.363
1/29/2005,693,21,296.475
1/29/2005,694,22,276.577
1/29/2005,695,23,257.728
1/29/2005,696,24,237.681
1/30/2005,697,1,223.112
1/30/2005,698,2,216.333
1/30/2005,699,3,214.388
1/30/2005,700,4,214.476
1/30/2005,701,5,217.592
1/30/2005,702,6,220.784
1/30/2005,703,7,226.568
1/30/2005,704,8,238.029
1/30/2005,705,9,259.389
1/30/2005,706,10,271.208
1/30/2005,707,11,266.563
1/30/2005,708,12,256.994
1/30/2005,709,13,242.596
1/30/2005,710,14,219.076
1/30/2005,711,15,199.231
1/30/2005,712,16,190.862
1/30/2005,713,17,195.438
1/30/2005,714,18,214.999
1/30/2005,715,19,249.833
1/30/2005,716,20,259.179
1/30/2005,717,21,254.748
1/30/2005,718,22,238.282
1/30/2005,719,23,214.075
1/30/2005,720,24,192.34
1/31/2005,721,1,178.469
1/31/2005,722,2,176.276
1/31/2005,723,3,180.998
1/31/2005,724,4,190.499
1/31/2005,725,5,205.379
1/31/2005,726,6,235.211
1/31/2005,727,7,276.134
1/31/2005,728,8,278.087
1/31/2005,729,9,255.498
1/31/2005,730,10,229.304
1/31/2005,731,11,208.208
1/31/2005,732,12,193.467
1/31/2005,733,13,181.095
1/31/2005,734,14,170.045
1/31/2005,735,15,163.244
1/31/2005,736,16,165.53
1/31/2005,737,17,179.855
1/31/2005,738,18,210.834
1/31/2005,739,19,255.13
1/31/2005,740,20,267.374
1/31/2005,741,21,266.842
1/31/2005,742,22,253.995
1/31/2005,743,23,230.717
1/31/2005,744,24,209.929
2/1/2005,745,1,200.289
2/1/2005,746,2,200.456
2/1/2005,747,3,203.012
2/1/2005,748,4,206.159
2/1/2005,749,5,214.21
2/1/2005,750,6,239.961
2/1/2005,751,7,277.305
2/1/2005,752,8,273.585
2/1/2005,753,9,252.267
2/1/2005,754,10,236.379
2/1/2005,755,11,220.978
2/1/2005,756,12,207.572
2/1/2005,757,13,196.065
2/1/2005,758,14,185.745
2/1/2005,759,15,176.879
2/1/2005,760,16,177.433
2/1/2005,761,17,178.123
2/1/2005,762,18,202.931
2/1/2005,763,19,242.606
2/1/2005,764,20,273.503
2/1/2005,765,21,278.192
2/1/2005,766,22,270.369
2/1/2005,767,23,247.001
2/1/2005,768,24,224.962
2/2/2005,769,1,215.841
2/2/2005,770,2,215.29
2/2/2005,771,3,217.278
2/2/2005,772,4,221.19
2/2/2005,773,5,232.443
2/2/2005,774,6,261.265
2/2/2005,775,7,305.389
2/2/2005,776,8,302.268
2/2/2005,777,9,271.725
2/2/2005,778,10,251.066
2/2/2005,779,11,233.95
2/2/2005,780,12,221.923
2/2/2005,781,13,213.58
2/2/2005,782,14,206.013
2/2/2005,783,15,204.22
2/2/2005,784,16,208.579
2/2/2005,785,17,221.218
2/2/2005,786,18,243.788
2/2/2005,787,19,270.138
2/2/2005,788,20,270.252
2/2/2005,789,21,260.021
2/2/2005,790,22,248.685
2/2/2005,791,23,221.877
2/2/2005,792,24,193.942
2/3/2005,793,1,178.466
2/3/2005,794,2,173.384
2/3/2005,795,3,175.046
2/3/2005,796,4,180.018
2/3/2005,797,5,190.868
2/3/2005,798,6,216.043
2/3/2005,799,7,254.509
2/3/2005,800,8,259.957
2/3/2005,801,9,250.221
2/3/2005,802,10,249.849
2/3/2005,803,11,249.502
2/3/2005,804,12,246.117
2/3/2005,805,13,238.403
2/3/2005,806,14,230.235
2/3/2005,807,15,221.601
2/3/2005,808,16,223.563
2/3/2005,809,17,233.058
2/3/2005,810,18,253.401
2/3/2005,811,19,278.729
2/3/2005,812,20,280.401
2/3/2005,813,21,273.274
2/3/2005,814,22,256.955
2/3/2005,815,23,232.654
2/3/2005,816,24,208.131
2/4/2005,817,1,194.909
2/4/2005,818,2,190.529
2/4/2005,819,3,190.092
2/4/2005,820,4,191.818
2/4/2005,821,5,199.136
2/4/2005,822,6,222.462
2/4/2005,823,7,262.473
2/4/2005,824,8,266.1
2/4/2005,825,9,241.555
2/4/2005,826,10,214.776
2/4/2005,827,11,192.876
2/4/2005,828,12,175.404
2/4/2005,829,13,163.329
2/4/2005,830,14,153.364
2/4/2005,831,15,147.223
2/4/2005,832,16,146.663
2/4/2005,833,17,155.112
2/4/2005,834,18,175.998
2/4/2005,835,19,211.063
2/4/2005,836,20,219.799
2/4/2005,837,21,222.776
2/4/2005,838,22,221.177
2/4/2005,839,23,211.047
2/4/2005,840,24,195.373
2/5/2005,841,1,184.195
2/5/2005,842,2,181.416
2/5/2005,843,3,183.274
2/5/2005,844,4,186.901
2/5/2005,845,5,193.045
2/5/2005,846,6,201.515
2/5/2005,847,7,215.766
2/5/2005,848,8,233.381
2/5/2005,849,9,241.44
2/5/2005,850,10,225.826
2/5/2005,851,11,205.977
2/5/2005,852,12,187.893
2/5/2005,853,13,170.995
2/5/2005,854,14,158.112
2/5/2005,855,15,150.247
2/5/2005,856,16,148.188
2/5/2005,857,17,150.827
2/5/2005,858,18,163.803
2/5/2005,859,19,193.301
2/5/2005,860,20,200.778
2/5/2005,861,21,202.576
2/5/2005,862,22,202.109
2/5/2005,863,23,195.485
2/5/2005,864,24,184.954
2/6/2005,865,1,176.36
2/6/2005,866,2,174.772
2/6/2005,867,3,177.692
2/6/2005,868,4,183.507
2/6/2005,869,5,191.429
2/6/2005,870,6,201.828
2/6/2005,871,7,217.538
2/6/2005,872,8,241.464
2/6/2005,873,9,256.327
2/6/2005,874,10,234.398
2/6/2005,875,11,201.402
2/6/2005,876,12,179.119
2/6/2005,877,13,169.51
2/6/2005,878,14,162.341
2/6/2005,879,15,152.974
2/6/2005,880,16,151.854
2/6/2005,881,17,159.392
2/6/2005,882,18,173.831
2/6/2005,883,19,201.039
2/6/2005,884,20,205.132
2/6/2005,885,21,207.963
2/6/2005,886,22,201.504
2/6/2005,887,23,191.193
2/6/2005,888,24,173.557
2/7/2005,889,1,159.638
2/7/2005,890,2,157.023
2/7/2005,891,3,159.008
2/7/2005,892,4,166.049
2/7/2005,893,5,179.696
2/7/2005,894,6,208.374
2/7/2005,895,7,249.389
2/7/2005,896,8,250.241
2/7/2005,897,9,223.465
2/7/2005,898,10,196.273
2/7/2005,899,11,175.241
2/7/2005,900,12,159.572
2/7/2005,901,13,149.64
2/7/2005,902,14,140.97
2/7/2005,903,15,135.5
2/7/2005,904,16,135.534
2/7/2005,905,17,142.458
2/7/2005,906,18,162.892
2/7/2005,907,19,201.567
2/7/2005,908,20,214.161
2/7/2005,909,21,209.473
2/7/2005,910,22,196.242
2/7/2005,911,23,172.488
2/7/2005,912,24,150.356
2/8/2005,913,1,136.729
2/8/2005,914,2,133.76
2/8/2005,915,3,135.25
2/8/2005,916,4,137.889
2/8/2005,917,5,146.008
2/8/2005,918,6,170.905
2/8/2005,919,7,214.251
2/8/2005,920,8,212.483
2/8/2005,921,9,186.963
2/8/2005,922,10,166.665
2/8/2005,923,11,152.364
2/8/2005,924,12,143.11
2/8/2005,925,13,136.731
2/8/2005,926,14,131.316
2/8/2005,927,15,128.399
2/8/2005,928,16,129.692
2/8/2005,929,17,139.44
2/8/2005,930,18,158.502
2/8/2005,931,19,191.427
